temperature,ph,color_score,quality
90.36,4.96,4.71,good
70.76,5.19,6.47,bad
99.34,5.11,1.69,good
88.92,5.35,9.2,excellent
83.5,4.96,7.14,good
89.04,5.94,1.18,bad
91.19,6.72,5.74,bad
82.25,5.49,1.49,average
85.67,6.04,5.82,average
86.92,6.14,8.51,good
91.12,5.55,7.35,excellent
89.05,5.28,9.96,excellent
83.29,6.43,8.51,average
84.2,5.3,8.01,excellent
83.37,5.73,7.01,good
91.44,5.54,5.93,excellent
85.79,5.6,9.01,excellent
86.62,5.98,1.67,bad
89.94,6.22,6.19,good
95.38,6.09,3.53,good
91.43,5.2,9.79,excellent
91.77,6.25,9.08,excellent
90.14,6.24,5.26,average
88.0,5.86,2.83,average
87.65,5.76,6.32,excellent
86.68,5.24,8.69,excellent
88.89,5.21,9.02,excellent
89.48,5.93,3.61,average
81.01,5.76,1.06,bad
84.03,6.36,3.78,bad
85.51,4.64,2.77,bad
81.65,4.95,5.08,average
78.74,4.54,5.52,bad
82.71,5.86,8.68,excellent
83.37,5.95,9.75,excellent
87.74,5.56,3.67,good
89.6,5.42,5.32,excellent
79.66,5.91,4.52,bad
84.05,6.14,5.65,average
90.27,6.11,4.83,average
74.87,5.58,9.66,excellent
72.56,5.96,3.78,bad
84.9,4.55,2.08,bad
90.96,5.38,6.69,excellent
88.02,5.85,3.79,average
84.33,5.71,3.91,average
79.55,5.65,9.25,excellent
91.82,5.61,6.57,excellent
86.03,5.97,1.19,bad
91.99,4.73,2.56,bad
75.73,5.75,9.93,good
85.04,6.21,3.33,bad
84.03,5.24,3.16,average
86.69,4.96,3.86,average
88.84,4.83,5.27,average
77.08,5.9,8.07,average
96.85,5.56,9.56,excellent
82.63,6.38,4.18,bad
88.67,5.74,6.89,excellent
94.5,5.81,8.89,excellent
79.37,4.6,4.56,bad
83.91,5.55,3.95,good
84.46,5.23,5.24,good
75.65,5.26,9.84,good
80.99,5.16,8.74,good
89.41,5.75,8.34,excellent
81.21,3.95,9.64,bad
86.92,5.34,8.66,excellent
82.55,5.71,5.35,good
84.34,5.23,6.21,good
86.09,5.68,7.36,excellent
85.18,5.05,3.95,average
82.95,5.07,5.92,average
86.96,5.55,8.89,excellent
85.86,5.39,2.89,average
81.37,5.57,1.78,bad
84.22,5.65,1.72,average
83.28,5.73,6.97,good
82.53,4.96,8.41,good
87.14,5.39,2.24,average
74.04,6.28,9.68,average
91.93,5.6,4.58,excellent
75.94,5.25,9.09,good
77.07,5.86,5.28,bad
85.92,5.85,3.49,average
91.14,5.05,1.04,bad
79.98,6.01,1.68,bad
92.87,4.7,4.12,average
80.63,5.89,8.97,good
79.11,4.99,6.16,average
87.34,5.83,2.66,average
79.96,5.83,4.92,average
83.47,5.54,3.92,good
91.85,5.57,9.09,excellent
91.86,5.31,9.42,excellent
79.46,5.16,7.74,good
89.39,5.55,1.19,average
85.96,5.46,7.78,excellent
93.25,5.19,3.51,good
88.97,5.78,6.75,excellent
82.85,5.2,3.37,average
90.91,5.86,8.39,excellent
85.32,6.15,1.24,bad
80.95,5.17,2.73,bad
91.58,5.8,2.89,good
76.73,5.91,2.42,bad
88.19,6.51,1.37,bad
80.37,5.52,5.88,good
75.55,6.3,7.56,bad
90.9,5.93,4.3,good
88.08,5.9,4.01,average
88.97,6.01,4.83,average
87.71,6.28,5.08,average
86.45,5.26,3.94,average
84.36,6.33,3.99,bad
93.66,5.63,1.35,good
81.4,5.23,5.04,average
80.01,4.89,8.39,average
84.39,5.09,6.42,good
78.13,5.33,7.19,good
85.64,5.32,4.59,good
86.05,5.57,4.45,good
80.23,4.96,8.91,good
77.34,5.88,8.1,good
91.37,5.13,7.36,excellent
87.33,5.2,1.4,bad
87.61,5.44,3.07,good
88.25,5.13,1.46,bad
89.15,5.24,3.8,good
86.96,5.81,5.19,good
82.11,5.56,5.59,good
81.01,5.07,9.21,good
85.63,5.6,1.09,average
82.48,5.11,9.71,excellent
83.9,5.86,1.77,bad
90.61,5.31,7.88,excellent
87.57,5.86,6.82,good
85.39,4.85,8.84,good
88.26,5.33,6.41,excellent
89.15,5.08,4.83,good
88.32,5.98,8.68,excellent
82.04,6.0,2.42,bad
89.19,5.23,4.66,good
85.7,5.0,2.2,bad
80.26,6.19,9.33,good
88.61,5.61,3.77,good
92.96,4.7,9.25,excellent
88.92,5.92,8.53,excellent
87.23,5.53,3.52,good
87.8,4.64,9.9,good
83.87,5.19,5.44,good
80.51,5.97,8.08,good
85.63,5.0,8.63,excellent
83.45,5.75,8.71,excellent
88.61,5.38,3.39,good
89.23,5.06,3.31,average
88.46,5.23,6.77,excellent
80.56,5.41,7.73,excellent
84.8,5.32,1.89,average
94.03,5.74,8.81,excellent
86.29,5.51,7.83,excellent
84.28,4.08,6.18,bad
86.52,5.41,5.03,good
85.27,5.36,9.95,excellent
82.49,4.96,6.97,average
84.84,4.86,5.82,average
89.18,4.8,9.92,excellent
89.91,5.29,4.58,good
80.72,5.3,2.12,bad
91.55,5.62,6.32,excellent
89.36,5.51,8.17,excellent
76.16,5.86,1.96,bad
80.74,5.46,4.06,average
85.94,5.52,3.07,good
80.5,5.89,7.19,good
83.58,4.73,9.55,good
93.24,5.75,4.59,excellent
92.48,5.16,9.68,excellent
81.63,4.82,3.24,bad
87.31,6.46,4.02,bad
79.31,5.52,2.6,average
89.29,5.81,2.05,average
85.98,4.71,5.9,average
77.18,6.8,8.61,bad
91.25,4.84,2.27,bad
83.22,5.4,2.17,average
82.34,4.6,4.0,bad
78.34,5.7,2.73,bad
84.84,5.21,5.91,good
82.61,5.91,4.25,average
86.06,6.09,7.5,good
88.88,5.31,1.38,average
87.58,5.68,3.76,good
85.72,5.39,8.21,excellent
86.05,5.73,2.75,average
74.37,5.42,3.29,bad
81.97,5.79,4.14,average
87.6,5.83,6.01,good
86.55,5.5,9.47,excellent
85.46,5.82,5.44,good
87.24,5.11,2.47,average
84.23,5.13,2.77,bad
84.57,5.35,7.67,excellent
87.84,5.59,1.92,average
86.51,5.57,9.73,excellent
85.38,5.88,2.03,bad
81.92,6.47,1.32,bad
85.86,5.74,3.37,average
80.5,6.23,1.99,bad
94.02,5.67,7.28,excellent
82.92,4.82,1.07,bad
80.97,5.52,9.12,excellent
78.74,4.72,6.06,bad
85.07,5.24,4.5,average
83.68,5.6,6.22,good
92.9,5.26,3.21,good
86.54,5.61,5.36,good
89.72,5.43,7.56,excellent
84.91,5.17,3.3,average
77.66,6.0,9.31,good
87.16,5.55,1.89,average
83.08,6.24,9.57,good
87.49,5.93,3.5,average
81.16,5.79,2.63,bad
90.9,5.86,4.49,good
82.41,5.29,3.84,average
82.72,5.24,1.6,bad
77.37,5.25,8.97,good
87.53,5.45,5.6,excellent
89.64,4.22,2.85,bad
83.33,6.35,4.97,bad
80.99,5.69,1.54,bad
80.06,6.38,5.01,bad
85.62,5.38,9.18,excellent
90.86,5.43,6.6,excellent
84.62,5.96,1.18,bad
86.23,5.73,9.74,excellent
89.89,5.73,9.87,excellent
86.51,4.92,9.54,excellent
86.39,5.98,2.56,bad
85.09,4.93,6.77,good
79.51,5.77,6.65,good
77.96,4.74,1.07,bad
87.52,5.64,4.99,good
90.04,5.87,7.88,excellent
88.05,5.34,6.61,excellent
86.54,5.4,5.33,good
83.52,5.49,6.99,excellent
84.53,5.73,4.83,good
83.1,5.38,5.44,good
96.03,5.17,8.82,excellent
80.52,4.95,7.81,average
81.0,5.45,8.21,excellent
87.08,5.64,2.49,average
87.37,5.5,2.37,good
86.48,5.07,9.42,excellent
81.82,6.38,5.86,bad
88.83,4.87,6.22,good
83.51,5.72,3.91,average
97.5,6.47,9.05,excellent
84.02,6.3,4.15,bad
83.93,5.4,6.44,excellent
85.68,4.31,4.3,bad
92.79,5.38,8.06,excellent
81.76,6.4,9.19,average
86.25,4.99,5.55,average
84.99,5.25,5.56,good
84.06,5.62,7.1,excellent
81.96,5.04,6.81,average
77.89,5.11,6.39,average
80.69,5.57,9.56,excellent
82.17,4.14,4.79,bad
79.24,5.84,9.13,good
84.38,5.62,8.75,excellent
94.88,5.82,2.69,good
81.44,5.69,4.9,average
83.99,5.64,4.83,good
92.18,5.44,6.98,excellent
86.98,4.66,5.07,bad
83.62,5.23,4.61,average
87.25,5.37,5.24,good
84.29,5.91,3.96,average
82.56,5.68,2.69,average
92.65,5.78,3.55,good
86.49,5.03,4.96,average
85.29,5.39,2.38,average
81.23,4.96,7.56,average
94.28,5.95,1.27,average
83.64,5.15,2.94,bad
77.35,6.08,5.69,bad
81.66,5.91,9.9,excellent
83.12,5.55,2.91,average
83.99,5.78,7.02,good
91.15,5.5,8.22,excellent
91.79,6.09,8.66,excellent
79.79,5.34,3.62,average
97.65,5.74,1.13,good
80.8,6.07,1.11,bad
80.84,6.34,6.4,bad
86.93,5.54,7.08,excellent
77.05,6.26,6.49,bad
81.89,5.12,3.67,bad
86.97,5.32,3.05,average
81.87,5.73,6.81,good
76.03,4.98,2.3,bad
94.82,4.87,4.57,good
82.79,6.42,5.43,bad
85.46,5.24,3.99,average
87.07,5.82,4.54,good
81.3,5.54,7.4,excellent
87.09,5.08,9.39,excellent
78.27,5.83,3.7,bad
81.11,5.27,1.54,bad
83.88,5.86,7.97,good
90.23,5.97,9.9,excellent
84.9,4.94,3.34,bad
78.24,4.67,8.63,average
92.2,5.41,8.7,excellent
84.42,5.37,4.75,good
81.33,5.06,6.51,average
78.85,5.06,6.53,average
85.37,5.59,8.97,excellent
81.61,5.42,2.35,average
85.42,5.52,4.14,good
87.86,5.41,6.6,excellent
83.27,5.17,9.11,excellent
75.21,5.79,1.32,bad
88.92,5.29,5.71,excellent
78.86,5.53,4.39,average
77.82,5.95,6.7,average
84.03,6.37,9.27,good
83.7,5.11,5.59,average
87.42,6.25,5.57,average
75.82,5.24,9.9,good
85.57,5.21,6.08,good
88.57,4.83,3.62,average
87.88,4.84,1.27,bad
83.24,7.14,3.56,bad
84.2,5.32,8.64,excellent
83.78,6.06,2.95,bad
86.3,5.89,9.36,excellent
84.44,4.74,6.64,average
91.14,4.87,8.54,excellent
82.96,4.78,2.54,bad
84.07,6.49,4.42,bad
87.24,5.57,1.49,average
88.31,6.06,2.55,bad
84.88,4.69,3.89,bad
84.08,5.32,2.09,average
88.34,5.71,8.24,excellent
86.12,5.74,7.93,excellent
78.8,5.85,4.7,average
88.87,5.48,4.81,excellent
94.24,5.78,6.25,excellent
93.2,5.59,6.61,excellent
85.52,6.07,7.08,good
86.41,5.94,5.25,average
89.22,5.5,2.87,good
79.1,5.12,4.14,bad
92.6,4.82,8.22,excellent
91.41,5.17,9.59,excellent
94.24,5.39,2.41,good
84.48,6.35,9.69,good
81.06,5.11,6.88,good
82.19,5.4,1.29,bad
84.68,6.19,2.99,bad
70.83,5.23,2.19,bad
76.65,5.29,1.12,bad
83.12,4.72,8.94,good
82.78,5.61,5.54,good
84.74,4.8,6.3,average
82.93,6.03,8.62,good
91.73,5.45,6.69,excellent
92.84,5.26,4.2,good
87.54,4.81,3.56,bad
90.96,5.57,8.76,excellent
86.22,6.27,6.16,average
86.69,5.58,9.87,excellent
81.46,4.85,5.99,average
89.26,5.92,1.17,bad
89.48,5.21,6.52,excellent
86.46,5.49,3.39,good
88.15,5.72,5.38,good
88.42,4.29,5.11,bad
89.68,5.24,6.15,excellent
82.27,5.62,8.4,excellent
82.6,6.41,5.25,bad
83.97,6.15,8.06,good
87.44,5.47,6.54,excellent
84.46,5.63,4.4,good
92.65,5.55,8.03,excellent
83.56,5.53,3.84,good
78.04,6.1,3.03,bad
84.82,6.27,4.11,bad
85.68,6.03,3.15,bad
78.92,5.5,9.53,excellent
93.2,5.53,2.89,good
79.92,5.83,5.17,average
82.2,5.01,8.34,good
81.27,5.08,4.61,average
82.85,6.03,8.59,good
89.59,5.66,4.42,good
92.67,6.46,7.22,good
90.75,6.89,3.29,bad
85.92,5.09,6.31,good
88.53,5.48,3.47,good
82.95,5.82,5.39,average
95.13,4.63,6.61,good
90.23,5.39,9.11,excellent
92.66,5.93,8.07,excellent
78.9,6.28,8.78,average
77.24,5.72,3.37,bad
80.82,5.89,8.29,good
86.71,5.69,9.42,excellent
83.42,5.73,2.77,average
86.98,4.41,1.92,bad
83.83,5.26,4.55,average
78.48,6.45,8.79,bad
86.39,5.76,4.48,good
92.94,5.51,6.6,excellent
78.43,5.36,5.95,average
77.29,4.85,3.59,bad
80.91,5.48,6.91,excellent
82.71,5.74,3.05,average
85.8,5.46,2.92,good
86.11,5.3,6.7,excellent
86.92,5.38,9.18,excellent
85.67,6.57,7.1,bad
92.1,4.82,3.02,average
88.7,5.68,1.99,average
89.6,5.93,1.15,bad
79.51,5.3,4.75,average
90.94,5.37,2.7,good
90.51,5.49,7.71,excellent
85.64,5.61,8.38,excellent
79.19,6.14,7.91,average
96.6,6.44,7.05,good
79.98,6.38,4.31,bad
90.98,6.14,7.61,good
85.17,5.67,3.72,average
87.22,6.17,1.85,bad
86.78,5.63,6.41,excellent
85.57,5.34,4.41,good
89.72,5.25,7.62,excellent
79.84,6.27,3.4,bad
73.63,6.0,9.0,average
81.97,5.51,5.76,good
82.31,5.1,7.65,good
84.38,4.69,4.1,bad
84.82,6.16,9.35,good
85.92,4.7,6.48,average
75.89,5.52,7.93,good
79.11,6.15,5.31,bad
85.62,5.5,5.09,good
83.05,5.83,4.08,average
86.4,5.62,1.03,average
77.38,4.96,5.23,bad
76.47,5.57,1.67,bad
85.41,5.74,8.85,excellent
91.83,5.54,8.01,excellent
86.96,5.58,3.08,good
86.34,5.24,6.86,excellent
84.06,5.58,8.64,excellent
78.37,5.41,1.88,bad
81.38,5.85,5.84,average
90.55,6.27,1.26,bad
80.89,5.15,3.55,bad
87.41,6.14,4.77,average
81.14,7.05,1.58,bad
96.62,5.51,7.62,excellent
88.7,5.42,3.62,good
81.21,5.46,5.42,good
82.22,5.74,8.4,excellent
88.02,5.34,6.63,excellent
79.56,4.8,5.58,bad
86.94,5.41,3.4,good
91.51,4.75,8.86,excellent
87.65,5.85,1.92,average
81.51,5.5,6.87,excellent
76.7,5.27,5.24,average
82.26,5.27,1.38,bad
78.95,6.26,5.7,bad
84.26,5.2,2.98,average
85.59,4.98,9.75,excellent
83.82,5.47,2.59,average
87.5,4.6,5.14,bad
84.16,5.44,4.64,good
84.1,5.52,4.85,good
90.24,4.67,6.95,good
85.07,5.3,2.4,average
76.64,5.81,1.14,bad
88.34,5.37,3.49,good
84.66,6.11,5.96,average
83.78,5.85,5.37,average
77.81,5.68,3.02,bad
91.14,4.93,4.02,average
77.4,4.63,3.2,bad
81.45,5.1,3.63,bad
86.61,5.28,7.88,excellent
84.52,5.52,4.59,good
82.45,5.75,9.54,excellent
87.81,5.17,2.38,average
88.95,5.41,4.31,good
82.48,5.87,8.73,good
92.27,6.0,6.68,excellent
80.36,5.93,8.42,good
85.34,6.75,9.2,average
88.3,5.89,4.02,average
86.18,5.65,7.2,excellent
89.36,5.46,1.3,average
88.99,5.67,1.95,average
87.14,5.76,1.0,bad
87.42,5.73,1.87,average
82.02,5.08,2.41,bad
91.8,5.89,4.94,good
96.07,5.44,4.91,excellent
81.29,5.5,7.18,excellent
86.34,5.1,3.52,average
84.59,5.37,3.63,average
77.27,5.12,5.9,average
83.72,5.43,2.27,average
77.03,5.47,8.93,excellent
84.13,5.76,2.32,average
83.9,5.75,8.52,excellent
85.78,5.26,5.1,good
79.88,4.78,1.28,bad
88.49,5.31,6.27,excellent
92.51,4.63,6.1,average
85.26,5.77,7.24,excellent
84.08,5.15,3.07,average
93.32,5.42,6.1,excellent
94.86,5.66,6.98,excellent
74.75,5.67,2.92,bad
83.06,5.52,4.01,good
90.3,6.15,1.28,bad
83.52,6.02,1.12,bad
92.74,5.39,3.66,excellent
81.24,5.95,1.27,bad
83.51,5.22,9.61,excellent
83.62,5.38,1.87,average
95.27,5.17,2.35,good
82.05,4.63,3.43,bad
86.53,5.58,3.53,good
81.69,4.61,4.53,bad
83.13,5.37,6.88,good
91.52,5.41,5.47,excellent
86.36,6.11,8.93,good
87.63,5.98,3.48,average
83.98,5.83,3.57,average
78.8,6.1,8.5,average
81.89,5.15,2.67,bad
85.93,5.58,2.59,average
92.46,5.56,6.09,excellent
80.83,5.46,6.99,good
88.03,6.06,1.16,bad
85.2,5.81,4.01,average
85.76,5.23,6.03,good
99.33,6.04,9.68,excellent
85.22,6.4,1.87,bad
85.04,5.64,2.25,average
82.46,5.49,3.89,good
86.82,5.3,9.57,excellent
82.54,5.41,7.87,excellent
86.04,5.71,6.93,excellent
87.03,5.39,7.46,excellent
87.33,6.56,9.52,good
77.18,5.96,4.23,bad
81.93,5.68,5.3,good
87.43,6.3,1.23,bad
77.82,5.3,9.13,excellent
88.11,4.81,9.58,excellent
95.37,5.25,8.69,excellent
92.8,5.27,7.76,excellent
79.66,5.52,6.91,good
76.5,5.66,7.2,good
93.63,5.31,8.04,excellent
82.17,5.58,8.7,excellent
85.71,5.47,5.62,excellent
74.47,5.0,9.29,average
88.68,6.03,5.27,good
87.37,4.86,8.02,good
82.98,5.48,9.94,excellent
83.04,6.27,7.69,average
90.49,5.22,6.22,excellent
79.98,5.42,5.63,good
87.83,5.85,3.25,average
89.82,5.43,3.68,good
88.1,5.4,1.8,average
80.1,6.0,2.92,bad
79.62,6.58,3.11,bad
76.92,5.44,5.99,good
88.64,5.24,2.54,average
83.71,5.62,9.84,excellent
92.94,5.5,3.56,excellent
85.14,5.38,1.86,average
94.69,4.99,6.04,excellent
87.22,5.56,1.4,average
86.25,5.51,7.27,excellent
66.56,5.09,6.47,bad
65.82,5.99,7.49,bad
79.74,5.64,5.44,average
89.32,4.72,2.13,bad
79.28,5.52,6.42,good
80.26,5.26,5.55,average
82.56,5.58,3.32,average
82.1,5.94,1.84,bad
92.75,5.26,8.3,excellent
102.65,5.8,2.55,excellent
90.72,6.19,6.0,good
84.34,5.41,3.24,average
91.45,5.59,8.4,excellent
86.07,5.85,1.93,bad
96.59,5.5,6.67,excellent
78.61,5.83,1.84,bad
84.32,5.21,8.26,excellent
94.34,6.4,3.34,average
88.85,5.38,6.39,excellent
81.55,5.11,2.59,bad
83.33,6.14,4.57,bad
84.3,4.8,6.63,average
86.2,6.14,2.64,bad
84.39,6.27,3.35,bad
80.52,4.99,7.86,good
83.92,6.5,3.02,bad
88.28,5.34,6.94,excellent
83.14,4.95,5.52,average
84.7,5.52,7.13,excellent
98.01,4.98,2.07,good
77.37,5.19,3.16,bad
85.06,4.63,3.13,bad
85.22,5.39,9.04,excellent
79.07,5.1,2.28,bad
85.16,5.48,7.75,excellent
78.3,5.15,7.19,average
86.88,5.37,6.8,excellent
94.01,5.74,4.36,excellent
86.54,6.38,7.95,average
78.55,5.74,6.87,good
83.5,4.77,2.44,bad
70.8,4.64,9.97,bad
92.45,5.29,4.67,excellent
79.62,4.75,2.37,bad
78.71,5.46,7.48,good
87.11,5.07,4.13,average
81.36,5.44,7.3,excellent
78.7,5.22,2.74,bad
82.57,5.37,7.24,excellent
86.41,5.87,1.5,bad
80.63,5.12,2.73,bad
85.42,5.3,7.02,excellent
86.33,5.28,8.78,excellent
82.6,5.57,7.81,excellent
79.23,4.96,7.87,average
89.25,5.06,3.91,average
78.88,5.72,4.53,average
86.38,5.11,1.91,bad
91.15,5.05,1.25,average
96.61,5.63,6.25,excellent
82.18,5.83,3.63,average
89.64,5.76,3.35,good
92.17,5.96,7.82,excellent
85.9,5.22,3.02,average
87.05,5.78,8.11,excellent
92.95,5.86,2.76,good
90.13,5.64,2.24,good
87.86,5.91,9.69,excellent
90.34,5.62,5.22,excellent
81.43,6.03,6.67,average
84.12,5.05,6.28,good
87.16,5.2,3.62,average
75.62,4.72,8.32,bad
83.39,5.1,9.14,excellent
74.24,5.25,4.98,bad
80.22,5.48,2.66,average
75.59,5.01,8.53,average
84.87,5.44,5.38,good
84.88,6.01,1.26,bad
85.82,5.35,1.87,average
85.42,5.1,5.24,average
83.19,5.84,4.99,average
85.91,5.88,2.91,average
81.02,5.72,5.93,good
84.09,4.57,6.89,average
86.93,5.57,7.42,excellent
81.51,5.57,2.52,average
83.99,5.86,3.59,average
80.95,5.44,4.65,good
68.89,6.0,7.43,bad
87.16,6.31,3.33,bad
80.93,6.45,6.75,bad
85.23,5.05,9.28,excellent
79.02,5.38,9.29,excellent
80.75,5.66,8.95,excellent
88.06,5.45,3.04,good
85.89,4.37,5.55,bad
76.42,4.23,3.57,bad
87.1,5.66,2.92,average
87.22,6.13,7.25,good
79.67,5.23,1.47,bad
89.86,5.52,5.63,excellent
82.63,4.83,8.5,good
83.94,4.35,5.3,bad
77.78,4.93,4.63,bad
77.33,4.96,2.52,bad
85.41,5.67,1.66,average
77.9,6.0,2.52,bad
98.16,5.5,8.16,excellent
92.99,5.56,3.96,excellent
90.05,4.65,9.5,excellent
93.69,5.27,3.14,good
80.82,5.24,6.61,good
89.09,5.58,6.19,excellent
80.13,5.45,5.56,good
81.7,5.06,8.13,good
81.81,5.75,7.28,good
90.35,4.91,7.53,good
84.64,5.57,2.74,average
93.46,5.39,2.52,good
91.94,5.51,1.63,good
87.39,4.69,9.83,good
80.37,5.22,2.73,bad
82.13,5.97,3.6,bad
87.48,5.16,1.5,bad
89.15,5.51,4.97,excellent
90.9,5.42,6.54,excellent
81.33,4.92,8.88,good
86.93,6.13,1.8,bad
81.01,5.1,6.61,average
88.74,5.0,1.65,bad
81.64,4.97,2.34,bad
91.17,5.45,7.07,excellent
77.5,4.42,5.45,bad
86.89,5.25,8.74,excellent
94.21,5.28,5.38,excellent
87.62,5.4,6.35,excellent
80.42,4.82,4.88,bad
79.24,5.07,7.33,average
90.96,5.73,4.69,good
89.11,6.26,6.72,good
81.7,5.56,2.84,average
80.36,5.73,2.75,bad
84.86,5.27,6.94,good
88.5,5.05,3.0,average
89.53,6.01,7.55,excellent
74.47,5.0,4.02,bad
86.99,5.39,7.22,excellent
90.62,5.59,2.31,good
88.48,6.16,8.2,good
88.4,5.09,3.34,average
86.8,6.33,7.7,average
83.9,5.61,2.58,average
89.23,5.07,1.79,average
89.85,6.22,8.06,good
82.87,4.96,4.4,bad
70.99,5.05,3.09,bad
87.13,6.27,2.97,bad
84.85,5.86,8.52,excellent
86.82,5.41,7.64,excellent
80.77,5.41,7.92,excellent
87.29,4.75,2.29,bad
86.54,6.08,9.66,excellent
90.96,6.2,7.15,good
87.3,5.43,4.75,good
78.96,5.1,7.62,good
88.96,4.93,2.69,bad
90.89,4.99,7.91,excellent
89.43,5.29,7.52,excellent
86.95,5.8,4.41,good
83.84,5.13,7.1,good
83.61,5.58,4.82,good
90.95,5.02,4.0,average
95.08,5.01,1.67,average
84.71,5.9,6.15,good
84.63,5.69,2.98,average
88.02,5.54,1.83,average
86.25,5.52,8.74,excellent
86.56,4.63,9.24,good
85.95,5.83,4.45,average
85.62,6.3,6.9,average
93.34,5.29,1.24,average
83.8,6.78,4.6,bad
83.38,5.58,6.17,good
82.45,5.11,4.73,average
82.1,7.14,7.95,bad
83.56,4.88,7.13,average
78.42,5.53,1.89,bad
84.06,5.0,2.42,bad
86.17,4.65,7.77,average
85.85,5.82,4.59,average
84.68,6.24,8.24,good
82.35,5.41,1.27,bad
82.38,5.45,8.03,excellent
74.81,6.14,4.65,bad
85.98,5.13,5.87,good
91.64,5.24,5.49,excellent
86.15,4.94,6.64,good
89.73,5.51,4.76,excellent
82.11,5.29,8.4,excellent
87.87,5.92,6.33,good
90.2,5.99,5.88,good
90.7,5.53,4.15,excellent
87.51,3.98,2.43,bad
83.46,5.37,7.02,excellent
93.03,5.27,7.12,excellent
79.8,5.09,7.96,good
72.64,5.37,9.99,good
91.73,6.18,7.29,good
88.9,5.63,6.62,excellent
81.33,6.11,6.06,average
82.37,5.55,7.07,excellent
77.7,5.76,7.12,good
78.81,5.62,5.66,average
76.96,5.19,9.62,good
90.83,5.84,9.58,excellent
86.53,5.82,9.67,excellent
91.15,4.62,1.92,bad
89.69,5.62,9.22,excellent
82.83,5.97,6.07,average
80.78,5.86,4.39,average
88.92,5.62,3.59,good
93.56,5.0,2.45,average
84.86,4.78,6.91,average
84.74,5.25,9.14,excellent
86.62,5.88,4.07,average
87.55,5.46,9.18,excellent
87.42,5.25,1.85,average
86.33,6.58,4.84,bad
90.94,5.53,7.17,excellent
85.46,5.68,4.65,good
85.53,5.57,7.14,excellent
93.15,5.54,3.81,excellent
96.36,5.21,3.51,good
84.03,5.09,8.62,excellent
79.26,5.92,6.46,average
83.98,5.29,3.55,average
88.04,5.48,7.94,excellent
85.08,6.8,8.78,bad
82.34,5.7,9.86,excellent
88.99,5.23,5.37,good
88.57,6.96,6.53,bad
83.73,5.59,2.87,average
84.28,5.84,2.14,bad
82.5,5.75,9.75,excellent
85.78,5.85,3.62,average
85.14,5.52,2.71,average
89.04,5.39,2.24,good
84.78,5.21,8.36,excellent
86.9,5.34,1.08,average
84.65,5.52,8.27,excellent
85.12,5.65,1.11,bad
86.09,4.75,9.58,good
85.58,5.01,9.84,excellent
92.64,4.6,5.97,average
90.85,4.73,8.41,good
87.96,5.68,1.97,average
86.41,6.32,7.95,good
86.62,5.14,6.0,good
86.94,5.03,3.34,average
87.3,5.46,4.22,good
86.7,6.41,9.53,good
91.42,5.32,3.98,good
82.11,6.16,9.71,good
78.16,5.18,9.5,good
86.86,5.52,6.54,excellent
96.36,4.87,9.94,excellent
82.17,5.36,9.74,excellent
90.3,5.73,4.39,good
95.23,5.39,2.56,good
78.09,5.58,2.36,bad
89.74,5.24,9.05,excellent
79.35,5.51,9.05,excellent
84.03,4.81,1.06,bad
82.76,5.3,9.26,excellent
92.31,5.72,7.29,excellent
83.13,6.04,6.18,average
90.53,5.1,9.84,excellent
90.48,6.72,8.09,average
87.44,5.51,5.06,excellent
83.07,4.87,9.54,good
88.61,4.81,8.48,good
76.26,5.67,3.47,bad
82.34,6.32,8.07,average
89.01,6.24,9.81,excellent
77.22,5.37,1.85,bad
82.34,4.81,4.67,bad
85.56,5.76,7.01,excellent
81.1,4.76,7.06,average
79.39,5.88,3.88,bad
81.32,6.05,9.64,good
100.55,5.16,4.76,excellent
86.29,4.82,8.8,good
77.96,4.76,3.24,bad
84.38,5.25,7.69,excellent
79.57,6.53,1.25,bad
87.76,4.91,1.27,bad
80.98,5.45,3.68,average
84.4,6.22,8.59,good
79.28,5.66,2.15,bad
89.79,5.46,4.3,excellent
81.61,5.26,1.54,bad
80.06,5.94,1.77,bad
92.38,5.11,4.23,good
88.7,4.26,1.92,bad
91.57,5.62,3.37,good
90.67,4.15,9.29,average
73.48,5.0,2.81,bad
88.99,5.39,9.68,excellent
69.12,5.25,2.74,bad
83.7,4.54,7.74,average
90.09,6.26,7.8,good
84.25,5.21,2.95,average
76.92,5.88,3.88,bad
90.15,5.8,7.59,excellent
81.25,5.26,9.42,excellent
79.03,5.84,6.69,average
81.93,4.94,1.2,bad
82.75,5.27,7.83,excellent
77.32,5.43,2.1,bad
90.03,5.43,7.47,excellent
89.07,5.91,3.46,average
87.74,6.17,9.36,excellent
81.31,6.03,6.72,average
81.18,5.28,2.55,bad
87.12,5.25,7.74,excellent
86.34,5.5,4.17,good
89.88,6.37,3.99,bad
84.85,5.14,7.96,excellent
81.75,5.51,5.77,good
78.6,5.78,9.92,excellent
92.95,5.21,4.88,excellent
80.52,5.27,2.85,bad
78.55,5.39,6.66,good
87.33,5.17,9.15,excellent
79.96,4.71,2.5,bad
84.84,5.29,1.49,bad
79.39,5.41,2.9,average
83.85,4.3,8.22,bad
95.02,5.47,7.39,excellent
85.17,4.68,7.97,average
91.11,5.7,2.6,good
70.35,5.08,1.91,bad
81.54,5.65,2.91,average
84.9,5.62,7.33,excellent
86.74,6.17,5.19,average
81.3,6.07,8.33,good
