temp,humidity,aroma,color,quality
24.93,77.3,1743,129,Average
23.84,57.03,1827,70,Average
26.51,48.84,673,161,Bad
27.5,41.8,1353,143,Good
29.95,79.0,294,152,Bad
32.52,79.5,876,98,Average
23.95,49.1,741,69,Bad
21.74,64.89,1550,140,Good
30.74,53.7,1755,145,Excellent
24.08,82.31,1155,79,Bad
25.85,80.89,823,107,Good
29.89,69.67,568,142,Good
28.71,73.9,1736,65,Good
22.56,86.2,1827,154,Bad
34.86,69.26,369,176,Bad
21.73,72.98,1207,107,Good
30.04,81.33,1305,146,Good
33.52,75.82,493,184,Bad
35.11,41.41,750,69,Bad
35.29,48.71,1805,115,Average
38.35,51.55,1232,190,Average
35.42,42.18,1980,184,Bad
27.39,75.91,1357,138,Good
26.81,46.03,1622,185,Average
39.37,81.11,719,142,Bad
26.05,44.01,518,97,Average
32.05,81.09,1956,73,Bad
22.77,45.79,1155,181,Bad
27.7,75.86,1558,102,Good
20.5,81.56,1115,88,Average
31.9,70.59,1962,163,Good
29.89,64.34,1356,88,Excellent
20.33,44.84,951,146,Average
22.0,71.83,1088,183,Average
25.49,54.87,401,188,Average
33.42,73.67,1905,163,Average
27.2,41.93,1184,153,Average
36.29,41.36,957,102,Average
39.5,43.88,1790,128,Average
29.9,71.89,1689,176,Good
37.47,49.47,281,74,Bad
39.77,73.29,1587,129,Good
29.94,53.26,1145,71,Good
26.75,80.45,1224,196,Average
30.86,86.56,599,148,Average
24.94,76.69,753,132,Bad
39.69,42.35,1747,126,Average
22.47,68.67,943,67,Average
37.78,49.88,738,58,Bad
24.68,70.72,1663,90,Good
24.71,42.05,872,130,Average
35.29,65.6,1896,63,Average
34.6,68.96,1975,190,Average
38.04,79.94,1146,102,Average
26.57,56.33,1939,100,Excellent
22.01,85.64,750,89,Bad
36.07,56.6,1082,198,Average
32.46,73.93,506,93,Average
39.32,75.33,863,147,Average
27.76,57.62,533,132,Good
37.34,53.56,903,133,Good
40.0,68.59,655,187,Bad
24.1,61.81,497,134,Average
30.73,77.74,1726,164,Average
36.74,55.28,518,152,Bad
39.39,72.83,1993,53,Average
32.27,80.56,770,60,Bad
29.39,71.19,739,118,Good
29.65,66.24,746,53,Average
26.66,68.78,961,93,Excellent
20.29,68.23,311,83,Average
20.51,50.95,267,51,Bad
26.3,71.11,1168,136,Excellent
39.21,56.16,939,180,Average
28.09,47.17,1162,95,Good
37.48,63.61,1957,83,Good
29.71,50.07,1209,175,Good
21.21,47.03,1350,164,Bad
27.94,48.16,657,163,Bad
35.37,50.0,1805,176,Average
26.79,40.37,1488,78,Average
20.01,71.92,942,130,Good
20.41,79.44,1990,117,Average
30.34,60.43,608,159,Average
35.62,53.92,1253,103,Good
21.01,70.73,1835,132,Good
37.13,85.62,999,138,Average
22.12,87.16,584,119,Bad
20.61,52.83,863,170,Average
38.49,52.03,1861,53,Average
27.67,77.02,1872,172,Average
32.04,40.28,438,144,Bad
26.04,60.08,1981,85,Excellent
39.78,73.83,1530,124,Good
23.32,49.88,524,114,Bad
26.47,59.56,1764,160,Good
35.18,60.77,386,85,Average
35.66,41.2,1681,59,Bad
33.07,89.44,1709,176,Bad
36.77,50.7,927,140,Good
32.97,64.26,1732,77,Average
32.99,60.71,1879,66,Average
22.0,68.78,392,149,Average
25.34,86.73,1701,168,Average
38.7,47.06,1451,161,Bad
27.2,43.99,273,185,Bad
37.98,61.05,1191,71,Average
27.25,65.17,1032,156,Good
35.37,81.42,1694,88,Average
30.06,66.74,1552,175,Good
35.63,44.17,1049,159,Bad
22.57,70.56,364,128,Average
37.68,64.35,882,50,Average
38.38,40.98,1173,58,Bad
37.26,48.72,1061,183,Bad
34.21,56.33,1075,154,Average
37.51,44.33,1984,97,Average
38.28,64.78,1161,75,Average
37.27,78.27,929,175,Bad
34.35,58.46,1778,142,Good
39.57,56.03,1850,98,Good
28.9,40.29,1076,87,Good
24.81,50.39,775,197,Bad
24.93,40.47,1757,73,Bad
39.06,47.64,1348,136,Average
33.08,52.87,720,70,Bad
36.85,58.85,718,75,Bad
36.83,85.47,506,93,Bad
32.48,46.06,473,183,Bad
34.2,45.35,968,121,Average
22.84,58.08,417,130,Average
38.9,85.85,1475,172,Bad
30.97,54.06,1543,183,Good
28.32,50.22,927,196,Good
30.68,50.56,1312,80,Excellent
24.08,69.03,701,88,Average
39.02,89.0,288,74,Bad
32.59,83.57,1747,98,Average
30.35,87.53,1017,179,Average
38.0,66.8,1805,153,Average
33.25,84.56,1663,74,Bad
37.38,72.3,1706,93,Good
32.33,90.0,551,166,Bad
24.03,42.8,413,184,Bad
28.71,49.87,705,151,Bad
20.48,78.66,679,116,Bad
23.39,73.8,993,54,Average
24.65,59.88,1059,119,Good
31.34,61.32,1154,109,Excellent
23.17,62.78,1380,163,Average
35.45,40.56,1136,52,Bad
23.04,58.34,1133,85,Good
22.4,63.86,328,167,Bad
37.24,45.38,228,87,Bad
33.89,87.25,1782,95,Average
26.55,69.44,1524,171,Good
23.5,41.42,410,65,Bad
20.87,65.47,263,132,Average
26.99,43.62,750,70,Bad
25.26,54.87,437,159,Average
26.77,59.35,1975,91,Excellent
39.75,47.63,1083,55,Bad
33.12,62.09,1786,92,Good
38.13,82.62,847,103,Average
23.59,64.13,374,136,Average
30.26,67.03,1576,86,Excellent
31.3,69.57,331,55,Average
36.56,68.06,1559,129,Good
33.16,87.93,1196,70,Bad
35.37,46.66,862,66,Bad
24.87,88.89,1701,50,Bad
32.65,77.6,749,178,Bad
37.31,63.84,224,180,Bad
29.96,58.49,325,73,Average
30.51,65.9,1907,89,Excellent
32.29,53.45,1122,128,Good
25.81,79.41,376,78,Bad
22.44,74.5,1512,72,Average
25.06,40.49,634,119,Average
36.12,85.81,304,138,Bad
33.27,75.32,486,171,Bad
36.04,53.65,900,71,Average
38.46,61.59,1963,157,Average
33.84,43.75,1994,163,Bad
25.69,55.06,1005,64,Good
24.09,63.91,1982,171,Average
39.52,58.27,1727,183,Average
24.56,65.39,1034,66,Average
31.21,56.19,1911,55,Good
36.32,65.33,554,137,Average
22.17,89.36,749,183,Bad
26.25,45.67,1830,158,Average
21.34,82.58,554,54,Bad
28.36,77.12,1847,124,Good
21.54,58.59,556,166,Bad
38.28,43.65,1995,181,Bad
23.93,57.36,731,181,Bad
30.31,56.07,1748,87,Excellent
26.71,60.04,1368,171,Good
20.17,80.97,642,143,Bad
28.84,59.94,498,69,Average
34.74,86.61,378,143,Bad
30.05,47.82,1365,83,Good
22.05,82.43,203,194,Bad
23.86,55.06,1818,64,Average
37.71,41.15,812,85,Average
28.15,61.54,755,114,Good
28.16,84.07,739,130,Average
22.31,82.11,883,177,Bad
22.28,42.2,1439,83,Average
37.63,44.14,1631,147,Average
27.49,48.16,1061,81,Good
35.29,48.88,1263,190,Bad
26.16,53.1,1808,80,Excellent
34.47,55.03,1322,186,Average
26.23,81.59,738,161,Bad
21.25,80.19,325,103,Bad
21.11,59.27,610,156,Bad
29.23,80.2,895,189,Average
21.17,83.47,620,160,Bad
37.02,43.75,1713,135,Average
35.94,58.23,489,130,Average
29.44,52.53,1409,66,Good
25.68,41.79,1579,176,Average
26.04,47.85,422,116,Average
28.99,40.48,710,98,Average
32.26,59.76,1966,114,Good
29.53,82.28,1793,92,Good
20.94,72.49,807,172,Average
29.33,47.98,1751,80,Good
30.2,62.28,1680,99,Excellent
28.75,72.43,588,187,Average
24.94,86.41,520,74,Bad
23.11,42.29,481,140,Bad
32.01,55.01,323,140,Average
31.17,65.19,1283,197,Good
31.64,47.3,389,193,Bad
29.17,69.88,707,108,Good
28.09,85.44,866,128,Good
29.53,55.72,1569,152,Good
31.15,54.13,543,174,Average
24.57,70.17,387,89,Average
29.75,57.58,502,196,Average
21.65,89.24,200,128,Bad
26.5,61.43,1358,114,Excellent
37.04,59.95,779,84,Average
27.1,52.69,1017,105,Excellent
25.76,75.01,1025,145,Good
22.93,51.04,338,59,Bad
36.42,77.12,590,142,Bad
34.39,74.47,706,88,Average
24.33,67.27,460,187,Bad
39.55,56.24,1177,198,Average
39.1,68.8,1501,129,Good
26.12,73.38,638,168,Average
30.45,64.08,261,185,Average
35.51,51.43,1194,63,Average
27.1,75.73,1904,129,Good
35.54,89.11,221,53,Bad
22.13,78.01,1686,88,Average
37.94,86.09,1846,115,Average
33.6,82.34,1327,70,Bad
35.87,60.0,1541,72,Average
21.4,81.8,1450,52,Bad
24.39,56.44,1170,147,Good
37.1,61.55,903,184,Average
29.62,43.17,1594,188,Average
36.13,42.36,1169,154,Bad
30.37,70.32,928,108,Excellent
32.1,59.18,371,184,Bad
39.61,51.72,450,62,Bad
39.86,86.96,1587,115,Average
25.28,75.54,391,98,Average
20.14,53.67,786,87,Average
21.15,64.88,1130,142,Good
28.98,79.02,1135,184,Average
35.22,44.17,1729,119,Average
25.6,57.92,1150,56,Good
30.12,58.99,800,82,Good
29.63,42.57,663,158,Bad
39.49,73.16,1107,196,Average
21.53,45.54,713,139,Bad
33.86,54.26,1070,198,Average
32.67,66.96,237,77,Bad
35.74,79.88,1641,63,Bad
37.37,77.01,1531,186,Bad
20.15,66.99,957,183,Average
37.61,65.5,1903,102,Good
30.8,78.98,1605,80,Good
35.22,65.0,1684,193,Average
36.9,49.82,1156,125,Average
33.17,74.9,1688,193,Average
21.16,59.57,1183,63,Average
37.09,59.97,681,158,Bad
38.73,65.18,1842,152,Average
35.42,51.41,664,187,Bad
33.35,66.97,1435,102,Good
30.36,48.05,252,179,Bad
28.6,66.95,622,125,Good
21.74,68.91,1301,63,Average
39.63,61.06,586,84,Average
29.72,74.73,430,107,Good
29.32,66.16,692,72,Average
30.69,56.49,1397,180,Good
31.87,81.97,1863,51,Average
39.57,83.1,1907,65,Bad
22.37,80.89,243,167,Bad
38.55,52.74,984,179,Average
27.5,65.38,1352,190,Good
37.33,73.88,1957,170,Average
23.17,51.83,1138,196,Average
31.37,66.79,1823,113,Excellent
37.2,73.03,1925,154,Average
25.79,75.52,1331,97,Good
27.17,75.31,407,160,Bad
32.04,63.56,840,90,Good
20.38,42.72,776,182,Bad
32.35,65.38,993,151,Average
39.96,54.4,367,173,Bad
33.76,58.61,277,111,Average
38.95,46.92,1782,80,Average
22.03,81.72,735,116,Bad
26.75,58.17,544,123,Good
31.86,84.5,1769,88,Good
31.93,55.78,443,93,Good
25.53,73.96,269,173,Average
31.36,53.97,761,136,Good
31.72,57.65,638,99,Good
35.84,50.12,1119,83,Good
39.95,63.35,745,105,Average
34.52,83.15,535,134,Bad
32.31,79.49,686,176,Bad
32.97,88.48,264,180,Bad
22.01,76.49,1967,138,Average
28.35,86.24,632,103,Average
25.6,63.32,1941,184,Good
27.67,54.54,866,125,Excellent
22.12,85.11,238,148,Bad
27.77,51.99,1295,86,Excellent
20.12,87.44,1177,75,Bad
37.31,88.66,763,186,Bad
39.59,54.28,397,118,Average
35.41,76.18,1691,70,Bad
20.45,87.34,240,131,Bad
38.97,66.87,1262,80,Good
27.97,45.66,933,180,Average
28.85,84.14,497,160,Bad
28.34,56.81,1964,76,Good
20.13,61.74,1112,119,Good
36.78,47.73,1728,84,Average
32.66,79.43,1164,138,Average
27.46,47.68,1152,124,Good
25.74,73.09,958,68,Good
31.49,54.06,1249,196,Good
26.43,71.81,1298,80,Excellent
25.79,56.44,422,80,Good
25.57,89.27,259,116,Average
31.23,42.59,958,96,Good
22.68,63.07,205,50,Bad
28.5,61.38,1115,180,Good
23.36,75.07,1387,135,Average
20.14,51.17,1505,199,Average
29.85,46.4,1648,119,Good
38.51,53.07,657,154,Bad
22.44,54.81,1573,183,Average
34.48,72.98,419,150,Average
20.63,71.97,275,118,Average
35.81,51.74,370,113,Average
30.05,87.53,1982,50,Average
33.61,58.12,1209,150,Good
34.86,56.27,1656,137,Good
30.96,72.2,950,144,Excellent
31.61,67.19,1617,114,Excellent
31.18,85.82,1382,188,Average
39.01,43.41,996,72,Bad
21.05,58.77,1353,121,Good
23.61,81.28,937,192,Bad
20.83,49.61,241,50,Bad
38.06,59.6,1418,178,Average
38.15,45.07,721,158,Bad
21.91,82.17,722,69,Bad
37.05,71.36,1193,93,Good
37.84,59.13,1208,170,Average
36.89,65.05,305,125,Average
36.23,45.28,1086,163,Bad
29.88,67.55,1308,131,Excellent
39.55,54.78,1493,144,Good
26.52,59.98,1313,94,Excellent
21.59,55.98,1131,51,Average
21.7,76.47,1873,53,Bad
27.75,63.36,1619,77,Good
36.85,41.88,607,133,Bad
39.33,77.5,1722,113,Average
23.6,74.21,1065,155,Average
26.31,57.75,1508,79,Good
39.56,87.28,774,86,Bad
20.17,58.34,1638,154,Average
23.31,80.27,787,198,Bad
29.87,49.4,548,53,Bad
23.96,72.77,588,172,Bad
26.43,55.75,1268,199,Good
36.58,79.03,1527,136,Average
31.4,69.69,580,175,Average
30.62,41.84,737,94,Average
37.79,78.42,1326,150,Average
38.58,50.75,372,65,Bad
21.73,68.97,1742,162,Average
30.75,85.93,1750,93,Good
36.48,85.67,1997,186,Bad
38.75,84.88,1916,54,Bad
27.39,55.69,1917,131,Excellent
20.28,89.2,1348,177,Bad
20.48,58.62,306,168,Bad
33.38,62.39,292,153,Bad
31.81,55.59,1258,121,Excellent
25.18,47.21,1619,100,Good
20.85,74.3,689,132,Average
30.44,77.62,823,181,Average
22.95,78.99,932,139,Average
21.82,77.28,1494,135,Average
39.65,40.08,1631,51,Bad
39.01,71.53,1777,80,Good
36.33,80.39,1391,71,Bad
25.99,51.97,302,165,Average
30.26,76.39,1411,177,Average
36.6,42.85,1806,186,Bad
35.98,46.98,1766,126,Average
24.14,69.78,644,139,Average
20.04,56.82,761,198,Bad
35.88,41.84,671,141,Bad
25.32,62.15,1889,152,Good
39.07,52.66,874,90,Good
33.1,53.85,260,125,Average
32.96,81.17,1021,161,Bad
25.79,76.9,468,108,Average
26.58,71.11,1596,109,Excellent
38.25,67.48,1419,57,Average
35.29,74.73,1395,85,Good
39.02,61.03,1557,85,Good
26.06,69.52,1037,58,Good
27.91,63.05,1205,115,Excellent
39.75,77.38,228,168,Bad
26.03,83.68,1369,181,Average
35.3,48.39,1489,57,Bad
25.33,80.18,1225,154,Average
38.22,44.52,1968,149,Average
38.37,45.72,574,109,Bad
36.28,79.26,1119,180,Bad
35.02,48.16,1776,63,Bad
25.53,62.26,517,119,Good
21.25,71.36,390,182,Bad
35.73,62.04,631,124,Average
28.87,75.0,1913,168,Good
35.43,82.78,1134,50,Bad
21.67,44.01,1485,104,Average
34.9,88.81,1990,163,Bad
22.77,80.93,1683,87,Average
31.91,74.77,642,178,Average
33.48,89.53,1977,183,Bad
29.08,77.07,783,66,Bad
21.67,62.95,528,117,Average
36.93,70.1,1640,183,Average
38.17,47.61,1724,195,Bad
27.76,63.47,1726,184,Good
30.75,72.56,1985,176,Good
34.23,64.22,800,171,Bad
23.76,48.51,966,196,Bad
26.47,58.05,1307,168,Good
33.23,61.14,281,89,Average
32.15,43.14,1718,59,Bad
27.13,43.25,990,62,Average
30.27,47.04,1438,190,Average
30.8,55.12,1158,110,Excellent
39.07,68.08,708,144,Average
35.58,40.69,802,136,Average
39.19,71.0,1517,171,Average
20.95,53.09,1114,178,Average
31.35,84.03,854,155,Average
36.52,41.04,1090,112,Average
30.7,89.65,1888,176,Average
21.81,79.27,633,71,Bad
26.21,85.89,320,52,Bad
22.86,53.05,528,134,Average
34.14,47.78,1252,124,Average
32.24,40.53,1436,183,Bad
34.12,60.72,1680,114,Good
33.12,89.42,1930,92,Average
20.06,77.46,1586,93,Average
36.18,61.59,572,142,Average
25.57,67.23,1333,106,Excellent
23.05,47.93,1423,176,Bad
27.95,69.3,658,162,Average
38.37,69.2,903,54,Average
22.7,63.69,644,68,Bad
21.22,57.74,1794,89,Good
22.49,52.93,211,148,Average
37.72,71.7,1508,96,Good
34.47,46.77,1890,65,Bad
38.86,73.2,1820,75,Average
37.79,63.49,338,114,Average
27.22,86.17,1044,175,Average
33.58,69.91,421,124,Average
20.49,83.77,1240,178,Bad
32.13,48.42,504,94,Bad
38.82,45.21,558,124,Bad
30.02,71.99,843,166,Good
34.13,42.66,1887,182,Bad
35.62,66.13,481,123,Average
37.21,67.69,1822,96,Good
23.41,78.13,1896,99,Average
22.43,41.99,1794,131,Average
20.23,60.85,1408,78,Average
39.88,41.84,1842,165,Bad
32.33,78.12,1830,168,Bad
38.83,86.74,1129,192,Bad
20.23,83.1,639,198,Bad
38.29,63.22,586,67,Bad
31.16,55.03,542,134,Good
29.46,45.81,1696,105,Good
24.77,43.52,1132,70,Bad
35.07,54.53,1058,118,Good
34.42,72.39,697,181,Bad
32.54,77.11,1163,187,Bad
31.48,52.12,913,81,Excellent
34.42,41.55,591,103,Bad
33.81,60.15,1523,166,Average
38.63,66.7,1168,190,Average
31.9,72.07,241,105,Good
30.08,65.81,362,197,Average
22.39,86.74,580,169,Bad
22.63,45.71,1379,94,Average
23.5,42.54,775,174,Bad
38.25,52.47,1859,103,Good
38.6,61.24,467,61,Bad
22.33,62.25,546,59,Bad
36.81,75.08,1147,117,Average
27.6,48.61,1522,156,Average
21.53,70.88,1850,176,Average
32.51,63.3,800,98,Average
29.43,84.45,1309,102,Good
38.84,62.64,439,106,Average
26.69,84.64,1178,98,Good
32.94,51.78,943,177,Average
20.82,60.3,961,150,Good
20.35,75.86,1654,178,Bad
30.37,60.19,1613,137,Excellent
35.27,49.23,615,129,Bad
34.9,85.17,1632,190,Bad
22.57,60.7,1977,154,Average
38.81,76.17,1285,123,Average
22.68,50.02,382,134,Average
37.97,49.23,386,104,Bad
20.39,72.15,1914,137,Good
32.66,52.98,1416,151,Average
37.3,74.22,1325,63,Average
27.91,83.05,1569,172,Average
27.85,60.71,1489,67,Good
38.96,42.27,686,132,Bad
25.74,89.86,668,138,Average
31.15,78.98,1405,50,Average
26.77,48.49,426,174,Bad
35.83,77.27,1670,110,Average
39.05,53.41,1512,125,Good
25.73,86.98,1469,71,Average
32.63,62.79,1035,159,Average
33.27,58.37,1358,70,Average
34.59,66.23,1063,61,Average
31.11,75.47,291,171,Bad
36.24,65.28,1968,77,Average
28.43,46.35,1391,62,Average
22.61,80.52,1781,137,Average
24.13,70.21,434,81,Average
35.27,71.33,924,78,Average
21.34,69.99,863,155,Average
24.47,73.66,953,110,Good
27.26,57.07,1629,62,Good
35.13,65.15,334,51,Bad
21.86,57.97,1480,173,Average
39.36,82.96,1945,123,Average
26.43,44.7,269,111,Average
27.1,84.48,1302,88,Good
35.4,71.86,1248,160,Average
27.22,62.01,327,149,Good
37.76,47.94,1158,61,Bad
32.93,52.24,1824,154,Average
26.34,84.61,834,99,Good
30.45,81.25,1895,96,Good
30.95,49.75,257,113,Average
27.49,60.21,1810,117,Excellent
25.57,85.67,875,55,Average
30.64,56.75,1063,140,Excellent
35.26,53.33,1542,93,Good
35.05,69.59,1706,59,Average
23.14,56.21,523,60,Bad
24.31,78.16,1008,155,Bad
39.92,84.51,1113,158,Bad
21.65,84.84,1835,142,Average
22.28,84.72,1111,111,Average
35.22,48.07,277,154,Bad
23.49,45.5,1808,143,Average
30.96,68.8,1411,127,Excellent
25.39,88.28,846,154,Average
31.87,53.41,992,136,Excellent
33.13,68.1,1447,100,Good
28.01,56.57,1819,53,Good
36.51,87.97,943,158,Bad
39.92,58.11,1055,126,Good
37.69,87.45,1459,70,Bad
28.39,85.33,983,172,Average
28.13,85.73,1742,134,Good
34.71,53.06,787,102,Average
37.11,80.09,1413,80,Average
29.63,55.33,255,71,Average
38.93,71.4,1692,77,Average
36.85,66.06,398,194,Bad
26.87,69.12,1701,85,Excellent
33.35,72.85,1984,89,Good
21.84,81.3,1826,156,Bad
21.94,81.5,395,126,Bad
31.62,87.79,818,127,Good
24.56,77.2,1095,142,Average
24.86,69.21,548,187,Bad
29.2,47.82,281,74,Bad
31.32,51.48,1774,161,Good
34.23,75.35,958,188,Bad
34.28,61.72,1479,71,Average
34.5,71.54,1502,164,Average
20.66,89.05,691,165,Bad
36.51,53.87,1258,133,Good
32.56,48.75,1397,95,Average
27.21,47.13,1786,146,Good
34.53,87.39,1075,159,Bad
29.99,59.61,1832,197,Good
32.8,71.16,560,128,Average
27.84,73.87,937,92,Excellent
25.94,64.95,1146,57,Good
22.45,44.09,251,102,Bad
22.3,89.62,388,50,Bad
30.64,88.76,1600,84,Good
24.88,48.98,622,75,Bad
36.45,59.42,1493,135,Good
39.78,76.75,1665,197,Bad
31.94,49.95,1436,155,Average
32.1,49.4,1058,70,Bad
32.39,57.93,484,155,Bad
20.73,87.09,563,120,Bad
30.99,85.73,559,84,Average
31.05,85.78,887,141,Good
32.1,79.24,1103,110,Average
37.88,54.92,1897,90,Good
27.15,42.88,1512,63,Average
37.83,65.04,1289,198,Average
30.91,43.44,1368,76,Average
34.97,51.48,1245,112,Good
21.25,89.52,791,177,Bad
26.26,66.7,1334,70,Good
27.77,46.85,1371,105,Good
22.53,68.54,909,199,Average
27.53,73.96,1549,136,Excellent
20.9,52.81,356,172,Bad
23.8,48.44,606,109,Bad
36.47,82.5,835,65,Bad
22.75,42.12,249,79,Bad
38.91,70.72,964,125,Good
27.31,77.42,395,163,Bad
22.73,74.63,323,188,Bad
30.03,71.22,228,100,Good
27.57,51.65,919,199,Good
24.34,87.4,1210,174,Bad
23.17,43.46,1650,132,Average
28.06,52.79,1110,63,Good
29.65,47.24,664,70,Bad
39.49,65.12,1624,93,Good
28.3,78.51,1866,153,Average
31.46,83.57,361,113,Average
26.98,87.85,239,82,Average
27.03,83.26,1081,103,Good
35.11,70.69,1643,130,Good
31.51,72.75,219,170,Average
20.05,49.43,648,75,Bad
36.55,45.76,1936,148,Average
28.36,43.29,620,165,Bad
26.04,49.03,391,51,Bad
24.32,43.91,204,136,Bad
26.21,54.97,1043,67,Good
32.48,69.51,1857,59,Average
37.64,63.2,1251,51,Average
39.01,66.08,798,143,Average
36.37,74.43,1087,133,Good
35.79,60.11,433,140,Average
26.96,84.6,354,123,Average
35.26,85.57,1876,93,Average
21.92,40.62,245,177,Bad
24.03,76.16,701,103,Bad
29.97,76.65,1477,176,Average
25.28,73.84,1647,133,Excellent
29.12,56.35,674,116,Good
22.43,71.52,436,186,Bad
38.14,86.39,1459,187,Bad
37.95,58.31,1124,195,Average
35.25,76.03,434,68,Bad
23.65,87.64,921,159,Bad
34.9,77.1,1848,97,Average
35.04,47.07,1716,101,Average
31.4,46.77,1040,56,Average
27.77,61.07,958,182,Good
27.23,78.65,647,189,Bad
36.67,52.6,600,56,Bad
36.86,75.27,637,117,Bad
29.56,76.06,542,112,Average
30.14,76.14,245,138,Average
37.99,45.39,1581,116,Average
30.8,55.17,826,120,Excellent
34.86,44.76,907,192,Bad
38.92,51.09,1214,144,Good
30.86,82.45,1864,171,Average
28.52,65.38,1115,125,Excellent
29.55,75.84,470,75,Bad
24.17,88.11,976,147,Average
38.24,85.93,1014,70,Bad
22.89,54.43,1735,191,Average
26.93,40.77,1456,97,Good
30.25,55.74,1417,73,Good
29.49,59.67,810,183,Good
36.91,84.37,1669,184,Bad
21.73,57.93,1698,124,Good
39.08,45.17,995,195,Bad
28.1,53.52,381,183,Average
22.9,64.11,790,168,Bad
26.65,43.37,1067,125,Good
37.11,75.08,249,99,Bad
32.48,64.54,466,100,Average
26.4,48.34,513,81,Average
37.21,82.84,833,130,Average
28.62,54.7,564,70,Average
22.57,75.73,867,150,Average
22.41,70.23,1816,71,Average
33.83,87.5,1819,179,Bad
33.62,56.72,1549,50,Average
25.94,89.42,1024,142,Good
32.93,82.92,1595,144,Average
39.17,47.61,839,105,Average
26.6,47.58,458,142,Average
36.42,82.59,1492,138,Average
25.88,46.29,887,61,Average
24.62,51.81,964,118,Good
32.3,74.25,619,50,Bad
35.49,81.54,1235,138,Average
32.3,67.47,1353,155,Average
23.94,60.57,743,169,Bad
37.73,82.05,691,158,Bad
23.66,42.27,1456,156,Bad
22.35,81.35,1986,191,Bad
24.69,50.36,1727,88,Good
37.19,80.3,1156,103,Average
34.33,53.39,672,134,Average
33.83,57.05,1444,140,Good
38.88,76.33,1411,100,Average
21.52,61.79,1662,63,Average
30.21,43.52,1206,184,Average
32.5,89.76,1067,197,Bad
35.46,66.11,1309,123,Good
20.94,51.85,574,117,Average
37.35,54.43,1309,179,Average
22.02,58.14,523,146,Average
29.78,74.68,212,125,Good
35.44,52.57,416,132,Average
36.79,52.57,1102,120,Good
38.55,71.13,1215,112,Good
39.37,89.44,1216,163,Bad
28.54,79.2,333,123,Average
31.16,62.29,1735,174,Good
31.5,83.6,1583,65,Average
39.49,62.19,1970,124,Good
35.96,83.14,1787,161,Bad
21.33,62.22,1008,107,Good
25.48,71.76,663,162,Average
34.36,59.76,1055,143,Good
25.22,86.24,880,167,Average
27.56,70.3,829,58,Good
21.71,73.01,1762,100,Good
21.85,81.29,811,189,Bad
27.4,49.39,460,155,Bad
34.23,71.97,733,88,Average
33.32,63.85,1547,108,Good
23.29,87.12,634,191,Bad
23.29,72.24,1960,65,Average
37.36,83.07,1581,84,Average
33.61,42.45,707,147,Bad
27.44,40.85,655,128,Average
20.61,83.61,502,191,Bad
33.92,60.46,1963,175,Average
25.69,81.41,867,116,Good
29.55,55.0,1946,181,Good
22.17,60.22,1668,176,Average
34.64,63.73,1503,194,Average
21.22,40.6,1072,151,Bad
25.25,77.83,1083,165,Average
39.87,70.7,1476,108,Good
25.19,88.35,325,161,Bad
38.84,61.49,1906,98,Good
30.91,54.56,220,134,Good
20.91,41.61,661,199,Bad
22.08,67.51,302,108,Average
32.23,76.29,1757,141,Average
20.36,72.28,937,184,Average
22.67,85.98,781,141,Bad
38.23,61.43,346,112,Average
32.31,75.49,1983,183,Bad
25.45,43.77,1640,168,Average
21.95,50.3,1145,172,Average
26.17,40.13,1209,108,Good
35.33,88.89,394,153,Bad
20.48,75.81,753,57,Bad
37.69,77.12,1018,72,Bad
23.65,47.67,659,56,Bad
25.87,40.42,1097,114,Good
29.71,47.56,979,106,Good
20.93,58.45,1532,192,Average
30.66,89.15,653,119,Average
23.48,47.94,478,138,Bad
31.88,57.54,1479,85,Excellent
21.35,89.2,416,98,Bad
39.13,55.49,1084,62,Average
30.42,49.03,1570,65,Average
20.94,65.32,1096,112,Good
25.89,85.61,1323,167,Average
22.47,52.15,245,131,Average
26.95,85.84,511,139,Average
27.32,57.48,1156,123,Excellent
21.06,42.87,472,66,Bad
32.01,60.76,743,87,Average
26.38,46.94,892,193,Average
24.1,55.58,1443,92,Good
35.52,57.79,780,60,Bad
22.62,85.54,1194,101,Average
24.28,60.92,933,169,Average
39.39,81.52,253,170,Bad
38.19,42.98,385,166,Bad
37.09,81.17,1086,61,Bad
32.39,87.54,1748,91,Average
36.17,65.9,862,134,Good
27.9,51.08,1811,186,Good
23.58,44.49,1553,168,Bad
20.13,41.54,1600,73,Bad
32.09,82.24,1053,167,Bad
29.94,61.23,1506,156,Good
34.04,43.64,1386,113,Average
35.17,89.93,256,178,Bad
33.14,67.56,792,121,Average
39.76,46.13,385,89,Bad
20.46,58.45,1996,63,Average
27.61,63.35,528,190,Average
28.37,77.32,245,173,Bad
20.74,48.19,1241,96,Average
21.43,65.73,1584,61,Average
22.73,87.86,1443,173,Bad
22.35,47.0,1585,161,Bad
21.03,47.41,1939,199,Bad
36.23,71.83,935,110,Good
23.31,74.01,1702,131,Good
26.54,50.96,827,57,Good
22.77,42.03,1677,187,Bad
32.09,83.8,434,85,Bad
34.8,81.38,1102,155,Bad
32.13,41.17,1440,113,Average
24.7,65.94,380,80,Average
24.05,55.35,1102,52,Average
29.37,76.42,1692,59,Average
36.55,70.29,374,68,Bad
26.36,59.33,941,69,Good
31.91,88.94,494,146,Average
22.66,42.42,1050,176,Bad
20.4,62.25,1622,134,Good
34.8,86.27,407,128,Bad
